caseId	origin	category	resolutionText	curve	pointsBits	evaluationTimeBits	expectedKind	expectedBits	expectedCategory	sampleRateBits	sampleNumberBits
rt-seed-1705	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fefa409947eb739;4035200000000000:3fc7505e8186be7c;4041f00000000000:3fe78bb57dd5162d	3fed85ff4e14f87a	bits	3feeb851eb851eb8			
rt-seed-1706	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fede8aeba311384;402f000000000000:3fc7ccdbf42f2f60;4032200000000000:bfe1bd7cdbfca812	4031fb61f324397f	bits	bfe073056a68cede			
rt-seed-1707	seeded	seeded-linear	0.001	LINEAR	0000000000000000:405658521b95612f;4014800000000000:405347b0cffdfaab;403ba00000000000:4057f7fcb6280d4d	4014800000000000	bits	405347b0cffdfaab			
rt-seed-1708	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c0526750d749f6a8;402a000000000000:40501419db69d76e;402d400000000000:4050f9e8c7639ec2;4043c00000000000:c053a3c2bf81e356;4044900000000000:3ffc5cf66adfa4c0	404142da3f421db1	bits	0000000000000000			
rt-seed-1709	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fcb38e34a8d9c7c;4028800000000000:3fefeef55a1ca105;4038c00000000000:3fcbdd77bf3684c4;403ac00000000000:3fb56467eef80638	4026b3ed667a3b08	bits	3fee17185deedbd7			
rt-seed-1710	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fdbadc4e3796688;4022000000000000:bfd11a5b4d8998dc	401bf7b46fb7dcb9	bits	0000000000000000			
rt-seed-1711	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:c052e4f4fc04c6fc;402cc00000000000:c0245674e2909df0;4042600000000000:c039228345716350;404be00000000000:4053157e69bae72c	40489aeeafdb6c8c	bits	4044b493b5540a43			
rt-seed-1712	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fd39d1296bea7de;4029000000000000:3fec3ab52e166ccc;4039c00000000000:3f5a67d19136dc00;4046000000000000:3fe7fd52ed6a9f5d;404f200000000000:3fd957d7a9df719a	4040a0b8a85a4add	bits	3fd3333333333333			
rt-seed-1713	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fe923995715d3a4;4023000000000000:bfe887f97b86bbac;402f400000000000:3fed5e349ed33a26	40006482e489820f	bits	3fe0000000000000			
rt-seed-1714	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fcb69062653dbf0;4036000000000000:bfe43c2a9a3d8d9e	400fb3d85f23fdaf	bits	0000000000000000			
rt-seed-1715	seeded	seeded-linear	5	LINEAR	0000000000000000:bfdcd664eff13388;4036a00000000000:bfbd63112078bb30;4046200000000000:3fe1b6a6ecd52fb4;404dc00000000000:bfd0603e06b93248;4051b00000000000:3fea56be3c5da3c0	40201d4d9b4b144c	bits	0000000000000000			
rt-seed-1716	seeded	seeded-linear	-1	LINEAR	0000000000000000:406ea89a2aca246d;4036c00000000000:4085c1e158fee008;4037600000000000:40821db10cc83541;403dc00000000000:407ca75b817042ec	4057700000000000	bits	407ca75b817042ec			
rt-seed-1717	seeded	seeded-linear	0.5	LINEAR	0000000000000000:404a20135b5c8370;4032200000000000:c02995e67ed17238;4038a00000000000:c0517c1491ec78ae	4045500000000000	bits	c0517c1491ec78ae			
rt-seed-1718	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:408629b4d53c0d52;4033000000000000:406ff63349e4bbfe	40094826332e79aa	bits	4083ce9e03548907			
rt-seed-1719	seeded	seeded-linear	0	LINEAR	0000000000000000:4056ed9e2534803e;4023800000000000:400d8d986d471d13	4016aa5e5fc3b2b2	bits	404447963f0a3c20			
rt-seed-1720	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fd88991d2e4ebe4;4034600000000000:3fe5f324b5e47814;4042700000000000:bfd95168aec71e48	402c2ea12caee5df	bits	3fe2f6c8b22bea55			
rt-seed-1721	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4018ca1249b0d362;4033800000000000:4055177e9e1a2fc7;4043100000000000:4035cf86018a742a;4045a00000000000:40217bad4067dcca;4049200000000000:4052ab439c368e41	40248ac1d22f86c4	bits	4047af7636be022f			
rt-seed-1722	seeded	seeded-linear	0.001	LINEAR	0000000000000000:40419622b73aa5fc;4030c00000000000:c018627bf721a510;4045000000000000:c05200acc0a27a8e;404ca00000000000:401fd9f2cb1e1d20	4031a69c9cedf56c	bits	c020e4dd2f1a9fbe			
rt-seed-1723	seeded	seeded-linear	0.10	LINEAR	0000000000000000:bfdfb1d0b0bdfb68;4039200000000000:bfef4d75683196dc;403d200000000000:3fe65aa3d611a184;4049300000000000:bfe8fd2447a1b66a	404613939bf5de27	bits	bfc999999999999a			
rt-seed-1724	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fd31debe4d471d6;4001000000000000:3fb44b26de0e7f30	3fe14e0f4f1b6671	bits	3fd3333333333333			
rt-seed-1725	seeded	seeded-linear	5	LINEAR	0000000000000000:bfa6de6a7c645fe0;4038e00000000000:bfede2db59a4af56;4041700000000000:bfd2d421a78f5588;404c000000000000:bfe38fab09ad5d14	4046a0c8de7cccaa	bits	0000000000000000			
rt-seed-1726	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3ffcd0f08bb1f480;4028800000000000:403b4326780eea84	0000000000000000	bits	3ffcd0f08bb1f480			
rt-seed-1727	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:4078bd714383e431;400f000000000000:40550d4f6eeb563f;4015800000000000:4083f0448fb29d32;4039400000000000:4020736df0a8e4f4;4042200000000000:40821c6c04c18ce2	0000000000000000	bits	4078bd714383e431			
rt-seed-1728	seeded	seeded-linear	0.5	LINEAR	0000000000000000:405011da498ab9db;402a000000000000:4032f4205ded541b;4040b00000000000:405c78a62926073c	403b7424f32d0968	bits	4055800000000000			
rt-seed-1729	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:4045641468b911ba;4031c00000000000:402bde17034f9e02	404ee00000000000	bits	402bde17034f9e02			
rt-seed-1730	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fe67333c8be880b;3ffc000000000000:3fec86d58994f5e3;4026000000000000:3fcd350944ff9de4;4040e00000000000:3fe22fb2e517d4af;4046400000000000:3fec9bae8d853a5f	4054200000000000	bits	3fec9bae8d853a5f			
rt-seed-1731	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fda0831e05b8068;4024c00000000000:bfd593aa35f6ff90	402276e1ff38d54c	bits	bfd051eb851eb852			
rt-seed-1732	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fe868de545b1d39;4024400000000000:3fef5ad4ddc5b3c2;4041500000000000:3fcda28832eeaa28;404a000000000000:3fe4edb6f817d36a	40302c1f0b5fdded	bits	3fe999999999999a			
rt-seed-1733	seeded	seeded-linear	0	LINEAR	0000000000000000:3fdeb512231de166;401e800000000000:3fd2a7a8029cb5a4;4027c00000000000:3fe69ebc10766131;403c600000000000:3feb5c405a0b3e1d;4045600000000000:3fd74dec31e202ac	4048e00000000000	bits	3fd74dec31e202ac			
rt-seed-1734	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:404a6ebad66f378c;3ff6000000000000:4049f6c10b95994c;4004000000000000:c0555e4f6ac18153;403be00000000000:4025d22a65e3c8c0	402c3049a78be869	bits	c044add3bdaaee33			
rt-seed-1735	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:4053bb74a9d4700e;4030800000000000:c031002e71f404f8;403ee00000000000:40537c36559d0852;4048500000000000:c03cc826dc232d54;4050700000000000:c00819937697ee00	0000000000000000	bits	4053bb74a9d4700e			
rt-seed-1736	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fe4be4657d0c86a;4035200000000000:3fd161f4909bc6ee;403cc00000000000:3fdd66b61452d1ea;403f200000000000:3fed51f2eaac4516;4045b00000000000:3fcd744389ea8d3c	0000000000000000	bits	3fe4be4657d0c86a			
rt-seed-1737	seeded	seeded-linear	0	LINEAR	0000000000000000:405632c971ab5a8d;4028000000000000:405e6cc5ae60a6e5;4038800000000000:40368cf5400843ea;4046800000000000:405f00d0be54043f	3fd45c80b892fac8	bits	40566a9f011b852f			
rt-seed-1738	seeded	seeded-linear	0.00	LINEAR	0000000000000000:403d0f6399a7e1a0;4038400000000000:403a2ebcfcaee044;4046200000000000:c0153ca696239ff0	402cca2b29dba1e3	bits	403b5a1c7d759422			
rt-seed-1739	seeded	seeded-linear	-1	LINEAR	0000000000000000:bf6f03f9f5541e00;400b000000000000:3fd93fb0d7845d04	3ffe15db7b263b82	bits	3fcbeb6032d551f1			
rt-seed-1740	seeded	seeded-linear	0.001	LINEAR	0000000000000000:bfe6838a66bf89cc;4008000000000000:3fe34c55df7f04a0	4050400000000000	bits	3fe34c55df7f04a0			
rt-seed-1741	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:404309230e56122e;4022c00000000000:4054d69b0796101b	0000000000000000	bits	404309230e56122e			
rt-seed-1742	seeded	seeded-linear	5	LINEAR	0000000000000000:bfc45ac518398ce8;4029800000000000:bfab12d3968fdf80;402c800000000000:3fd8bc757915dc68;4036a00000000000:3fee117b3f34fbbe	4029d8e45d13ad05	bits	0000000000000000			
rt-seed-1743	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fea82add6d721e0;4032600000000000:bfed353743563926	4052580000000000	bits	bfed353743563926			
rt-seed-1744	seeded	seeded-linear	0.01	LINEAR	0000000000000000:4046d5866ea7e336;402f000000000000:4044f13c4f6c27e1;4037a00000000000:405c90a99bdde8d0;4042b00000000000:40573735e30068a5;404b900000000000:404c035bf3dbf4bc	40431c28252fba4d	bits	4056c70a3d70a3d7			
rt-seed-1745	seeded	seeded-linear	5	LINEAR	0000000000000000:3fd30192ddc39554;4024800000000000:3fe322345de2f24f;4025800000000000:3fe6565a9b9dad40;402e400000000000:3fef8b461374b4ad;403c800000000000:3fd54c8a5e4bf64a	4031494f382fa5a7	bits	4014000000000000			
rt-seed-1746	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:bfe27831cdf764b6;4037600000000000:3fc4652ac1c0e9a8;4045800000000000:bfed52b2d75cee4e	402a53491b14cfe5	bits	c08f400000000000			
rt-seed-1747	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fe74c5b8a92ad16;4034600000000000:3fc4eb656abc4110;4036400000000000:3fdaf1ae458042c0;4047200000000000:bfe361fff71d9430	4041ec4a92946419	bits	bfc48fa37c46f5d0			
rt-seed-1748	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fe12c602dc9b1b5;4032600000000000:3febcc1e820a0ddc;4037400000000000:3fe76ed9d547d400;4037e00000000000:3fb242fe3304f8e0;403ae00000000000:3fe7c7cae524ee0f	4011cfe088aa7c5d	bits	0000000000000000			
rt-seed-1749	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fe31cbb82db3a38;4005000000000000:3fea3d89cbd2a09a;4024c00000000000:bfe864698db9c124;4027800000000000:bfe481acec7ddc92;4042600000000000:bfbbabd1187b73a0	4007826b125b2107	bits	3feba781905e1793			
rt-seed-1750	seeded	seeded-linear	0	LINEAR	0000000000000000:4047885fdac59a45;4020000000000000:405c86435da21533	4015f1c016b4be54	bits	40574226e9ca6736			
rt-seed-1751	seeded	seeded-linear	0.01	LINEAR	0000000000000000:404461801a5a69d8;402bc00000000000:4047811984ce5de8;4036000000000000:c045a04d25aa1f41;403ce00000000000:c0314b0c6fa81f7c;4045700000000000:c05768c61d81d9eb	0000000000000000	bits	404461801a5a69d8			
rt-seed-1752	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40805307ef1cbd9b;4037400000000000:407450f4574ec480;403ee00000000000:4076d5a230607c8b;404b600000000000:4086afae8ed82e09;4050600000000000:408de7bbd489fab4	402926566d87ded8	bits	4079fa8f5c28f5c3			
rt-seed-1753	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c0460125dc2323ea;4030000000000000:c04a8aaf97e6b803;4036400000000000:3fe3439d62484e00;4037c00000000000:4057c204b7316b62	0000000000000000	bits	c0460125dc2323ea			
rt-seed-1754	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fea3853a106e635;4034600000000000:3fca5b4f30dd31fc;4039600000000000:3fe88fbce1bde7af;4049500000000000:3fd83a8561d4f516	4037ddcd88d63224	bits	3fe0000000000000			
rt-seed-1755	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fe5c4eaebd28fcc;4021c00000000000:3fe16bc3ade7430c	3ffe4ff7a972e0cd	bits	3fe8000000000000			
rt-seed-1756	seeded	seeded-linear	0.01	LINEAR	0000000000000000:4078f6acbe1cfb7c;4035e00000000000:4040213844905b4a;4047700000000000:408e5fa9736f5295;404f200000000000:40719f6e3592b505	404e67022c1cf4bc	bits	4075ad47ae147ae1			
rt-seed-1757	seeded	seeded-linear	0	LINEAR	0000000000000000:3fe92245b146fdea;4030600000000000:3fa3b32c2110a750;403d400000000000:3fd82bd4bd9686fe	400c286ac7dda93e	bits	3fe3ff0102731527			
rt-seed-1758	seeded	seeded-linear	5	LINEAR	0000000000000000:3fd1900246bff828;4024400000000000:3fdde5ec99909a1c;403b000000000000:3fa0770484d76330	4030d8fc9d6135be	bits	4014000000000000			
rt-seed-1759	seeded	seeded-linear	0.2	LINEAR	0000000000000000:bfe85b70c397ea50;4039400000000000:bfa60e9f4d7b0100;4041100000000000:3feee3d5e1f14360;4048700000000000:bfc9d479728f8c58;4052900000000000:bfdcd9c6ddab7c08	4047d00399862407	bits	0000000000000000			
rt-seed-1760	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:40483d458ec1e62c;4014800000000000:404fdc62095325b4;4034c00000000000:c058ee8b2edd7f61	401d04ed52d0d009	bits	4044b89ed46bfd7f			
rt-seed-1761	seeded	seeded-linear	1	LINEAR	0000000000000000:4055fb6f1c5bcd0f;4031200000000000:405412d588371da7	4029ca29a497853d	bits	4054c00000000000			
rt-seed-1762	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c04524fc4008bfa9;402c800000000000:4048d9a12b308e28;4036e00000000000:40542a4956cf579c;403f400000000000:c04c870c8881c9c5;4042300000000000:c0180af295f50d80	401974aade40c3d0	bits	c08f400000000000			
rt-seed-1763	seeded	seeded-linear	0	LINEAR	0000000000000000:bfa34a04b659f280;400a000000000000:bfdbf19a898a7a48;403a600000000000:bfea8e931747a87a;403e400000000000:bfd68e433bdf4124	40315f4fbfa2aeed	bits	bfe5a8521dd37ddc			
rt-seed-1764	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:404639f2db9262f4;4010800000000000:403eb4ca12be1278;4028400000000000:4056215ce29c47c4;4031c00000000000:405632a09dff6624	3febe0c089eefdc2	bits	408f400000000000			
rt-seed-1765	seeded	seeded-linear	0.00	LINEAR	0000000000000000:405c1d196cac3f79;4032000000000000:4036e9dcaa3ea2d6;4038200000000000:403717cef277ef6b;4048700000000000:403a3cb45f862d48;4050180000000000:4055462c36ad7f70	4040fd6ee4177820	bits	4038584d3b06f9f2			
rt-seed-1766	seeded	seeded-linear	1	LINEAR	0000000000000000:3fe022f449abecb5;4016000000000000:3fdcc24f2145187e;4038000000000000:3fe2b948127a78ac;403dc00000000000:3fed1ba720392e63	403a967ac4bce4dd	bits	0000000000000000			
rt-seed-1767	seeded	seeded-linear	5	LINEAR	0000000000000000:404577b651e265f8;4010800000000000:4052170a1ae9f06e;403c800000000000:40553a49fc99d9f8	403b973277342777	bits	4054000000000000			
rt-seed-1768	seeded	seeded-linear	0.1	LINEAR	0000000000000000:bfede415d716516e;402bc00000000000:bfeacc039cde1a3c;4042f00000000000:bfef0f5dbcaaa57e;404f600000000000:3fd634990e72e9b0	4045ae95330795f1	bits	bfe6666666666666			
rt-seed-1769	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fe1aeb4958e01f3;402b800000000000:3fdf4b352d1708d4;4040900000000000:3fed40978a2053e2;4049100000000000:3fea580ae6d15e3a;404d500000000000:3fbc71b65380f750	0000000000000000	bits	3fe1aeb4958e01f3			
rt-seed-1770	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:405dad47f29c5383;4025400000000000:4082b4eb2154f75e;4041a00000000000:407a979f43745fd8	4042a00000000000	bits	407a979f43745fd8			
rt-seed-1771	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:bfea47d552286346;400d000000000000:bfcacd0451f52320;4034800000000000:3fd89430a56f98d8;4044700000000000:bfd8404bd7424e08	4043c407d5b55eb9	bits	0000000000000000			
rt-seed-1772	seeded	seeded-linear	-1	LINEAR	0000000000000000:c0478a64fddcc217;402a800000000000:4023e208317accf0	0000000000000000	bits	c0478a64fddcc217			
rt-seed-1773	seeded	seeded-linear	0.1	LINEAR	0000000000000000:4052c88e6aa5f7b8;402c800000000000:4042614f35f9e8de;4036a00000000000:403ff71c69632b69;4045e00000000000:404fd2626b583a34	4040fab18f56fca7	bits	4048733333333333			
rt-seed-1774	seeded	seeded-linear	0.10	LINEAR	0000000000000000:c0430ca13fcef4e3;4016800000000000:c052977ea921daf4;403a600000000000:c057384cf55f9067;403bc00000000000:c05021188755455b	4029e6000d727869	bits	c054333333333333			
rt-seed-1775	seeded	seeded-linear	0.01	LINEAR	0000000000000000:bfb42558547c1bb0;4036a00000000000:bfc773452290bf10;4040100000000000:3fe7a5a92d2f31ce	4025a1171be928d6	bits	bfbeb851eb851eb8			
rt-seed-1776	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:405dc3db37a5a2a7;4014800000000000:405f650c53710fc4;4034a00000000000:4024156448ee8416;4047000000000000:40221e3c052049da;4051980000000000:4053e0e865d2d48f	404ee05f8cc9c084	bits	0000000000000000			
rt-seed-1777	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fcd2133e158e8cc;3fe0000000000000:3fe6cf78d3f6e8dd;4012800000000000:3fd03009057588ba;4036200000000000:3fe2618facd122f2	3ffb2cde3dd56a73	bits	3fe288e5aa98be53			
rt-seed-1778	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fe04e479c4ead8d;4017800000000000:3fdafc29632bdca0	3fd0be084c4e99df	bits	3fe8000000000000			
rt-seed-1779	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3feba4b1c858f989;4032000000000000:3fcdc08126805578;4034000000000000:3fec73324bcecdcf;4044c00000000000:3fbe0fc5b8a62098;404fc00000000000:3fdd16f6626192c2	4053e00000000000	bits	3fdd16f6626192c2			
rt-seed-1780	seeded	seeded-linear	1	LINEAR	0000000000000000:4081f99bbdd7b091;4037200000000000:40857c10a3b33e6f;403e000000000000:408307793952cf5d;4048700000000000:408b6b9516ef885e;404e500000000000:405b8c7f21f0edab	404b7b1b8df24b8a	bits	407e000000000000			
rt-seed-1781	seeded	seeded-linear	0.1	LINEAR	0000000000000000:401b2b70255c0920;4038e00000000000:403e8994be825a18;4043800000000000:40519a242d04b970;4047700000000000:40344b6d65d80308	4014bfca9ca15899	bits	4027666666666666			
rt-seed-1782	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:402cd6dc9bde3ae9;402b000000000000:40440cb38bee95b0;403be00000000000:40437f3c58d95bef;403d000000000000:405ca7587f2def84;404a200000000000:405b91e5a24cd764	40386ca33067cb3a	bits	4043a1319834a210			
rt-seed-1783	seeded	seeded-linear	5	LINEAR	0000000000000000:404b96f2592d92c8;400b000000000000:c051871e2a63fd02;4020400000000000:c05164783fb3e2e8;4038000000000000:c05114605a599ec2;4044800000000000:4058592da597a42c	403c461c8d65373a	bits	c039000000000000			
rt-seed-1784	seeded	seeded-linear	0.5	LINEAR	0000000000000000:4076ec705a524dc5;402c000000000000:407fe3d78a7b6bc3;4043200000000000:408f31fbe7125e86;404d200000000000:408958c28d83fd02;4054b80000000000:40496b8325f4ae51	4058b80000000000	bits	40496b8325f4ae51			
rt-seed-1785	seeded	seeded-linear	0	LINEAR	0000000000000000:3fe8582991fcefad;4034000000000000:3f958ba265f79480;4044e00000000000:3f5c5719e8477c00	404199fbbb687e7e	bits	3f7ee4e3ed8ff48c			
rt-seed-1786	seeded	seeded-linear	0	LINEAR	0000000000000000:3feebfd4a3014faf;4030a00000000000:3fc356b1183c3798;4044300000000000:3feeb290a3ac7eaf	400ab858c04dfa4b	bits	3fe98b0217a17694			
rt-seed-1787	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:408d747baa80c7d5;4027c00000000000:3ff875a2f03d30bc;403b200000000000:408d69a0fdb564ba	40223aace24f3a9a	bits	406b88d4baa227de			
rt-seed-1788	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fe54694e7fcd53e;4027000000000000:bfe6bf8fa87db4ba;4028800000000000:3feb41211461347a;403d200000000000:3feb3d4fc0a40ebc	0000000000000000	bits	3fe54694e7fcd53e			
rt-seed-1789	seeded	seeded-linear	0.1	LINEAR	0000000000000000:40439f217bcc472f;4037600000000000:405bc93835918961	4051980000000000	bits	405bc93835918961			
rt-seed-1790	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:4079c277cbd1e6dd;4035400000000000:4075478edf872fc8;4047200000000000:4081427b4df74dd3;404ff00000000000:40654e501c5f1adc	402f34b3a0b42cab	bits	408f400000000000			
rt-seed-1791	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fd8940b990bafc6;4030600000000000:3fd9a890c32817de	402056e95bbd941e	bits	3fd91e01716b2eb1			
rt-seed-1792	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fea775f460a2e4a;4030000000000000:bfc37682babf0440;403c800000000000:bfd0864036d64290;4048000000000000:bfcadb32989e1990;4050e80000000000:bfcb0536962b53c0	4050e80000000000	bits	bfcb0536962b53c0			
rt-seed-1793	seeded	seeded-linear	-1	LINEAR	0000000000000000:4033b42c60fea0e4;4036c00000000000:c0215bd5c5db1318;4045d00000000000:404af42b4a7a92d8;4050480000000000:4055fc3b97b5b104;4053980000000000:c04eb678e3693aa4	4037f21c303a438e	bits	c0146094d7ce80b5			
rt-seed-1794	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:404998a99613f5e2;4036400000000000:40889a39de4888e1;4043900000000000:400aa1a7450a41ac;404e100000000000:402668e25e0e0f46;4053f80000000000:406396752ed20b01	4046b2f8efea6d11	bits	4016ba0677e945a9			
rt-seed-1795	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3febf0046ab8c161;4028400000000000:3fe4c7d7a3bc16c2;4040300000000000:3fd6aa6885334eb0;404b200000000000:3fe1c186a785da88;404be00000000000:3fd2ff851bad49a2	404d600000000000	bits	3fd2ff851bad49a2			
rt-seed-1796	seeded	seeded-linear	0.001	LINEAR	0000000000000000:405549b85ec825f6;4012000000000000:c053f8bb2eec23c2	0000000000000000	bits	405549b85ec825f6			
rt-seed-1797	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fec75c42d656a81;401f000000000000:3fdefac9a1719fcc;403e400000000000:3fe71bbc6182f369;4040800000000000:3fb6fee143c80fb0;4041100000000000:3fee2219c2f50930	3fe395f3039492a7	bits	3feba781905e1793			
rt-seed-1798	seeded	seeded-linear	0	LINEAR	0000000000000000:bfc838be0bcb99f0;4022800000000000:bfe1ddb2efe6b08c;4039800000000000:bfd03abdea9a82e0	40309dcc55f1fdf2	bits	bfdae42488832722			
rt-seed-1799	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:407437b198c4d3c1;4030c00000000000:4077a5f23dc9e416;403a400000000000:4085d49d20ef9246	4031240814fa4abf	bits	407877b4223b3fdc			
rt-seed-1800	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fe8e7cc90bfde5b;402d000000000000:3fe56f8ecc1142de;4031c00000000000:3fdd28e1455f79b6;4040f00000000000:3fdf6d238385131a;404bb00000000000:3fb25bf8671bc2e0	4037dff3063492bb	bits	3fd0000000000000			
rt-seed-1801	seeded	seeded-linear	0.00	LINEAR	0000000000000000:406d2c863813d566;4011800000000000:407816c52823e5b0;4019000000000000:405c7cb96d7085e3;403f800000000000:407f5732fee73c96	4041c00000000000	bits	407f5732fee73c96			
